ITTER107;Territorio;TIPO_DATO15;Funzioni biometriche;SEXISTAT1;Sesso;ETA1;Età e classi di età;TIME;Seleziona periodo;Value;Flag Codes;Flags
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y10-14;10-14 anni;2013;2013;0.38333;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y10-14;10-14 anni;2014;2014;0.40114;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y10-14;10-14 anni;2015;2015;0.34923;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y10-14;10-14 anni;2016;2016;0.36756;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y10-14;10-14 anni;2017;2017;0.36019;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y10-14;10-14 anni;2018;2018;0.41253;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y10-14;10-14 anni;2019;2019;0.38364;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y10-14;10-14 anni;2020;2020;0.35877;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1974;1974;1.48057;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1975;1975;1.39937;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1976;1976;1.3391;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1977;1977;1.30625;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1978;1978;1.22134;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1979;1979;1.14653;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1980;1980;1.19588;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1981;1981;1.15156;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1982;1982;1.13304;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1983;1983;1.00567;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1984;1984;0.989;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1985;1985;0.95467;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1986;1986;0.90474;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1987;1987;0.85471;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1988;1988;0.80882;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1989;1989;0.77807;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1990;1990;0.75037;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1991;1991;0.73901;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1992;1992;0.7314;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1993;1993;0.77985;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1994;1994;0.81824;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1995;1995;0.84085;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1996;1996;0.7972;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1997;1997;0.74996;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1998;1998;0.67669;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;1999;1999;0.59581;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2000;2000;0.53353;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2001;2001;0.49473;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2002;2002;0.47268;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2003;2003;0.45462;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2004;2004;0.43372;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2005;2005;0.44361;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2006;2006;0.42481;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2007;2007;0.42411;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2008;2008;0.40206;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2009;2009;0.41847;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2010;2010;0.37486;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2011;2011;0.39325;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2012;2012;0.38094;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2013;2013;0.35549;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2014;2014;0.33699;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2015;2015;0.32626;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2016;2016;0.3453;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2017;2017;0.34946;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2018;2018;0.35081;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2019;2019;0.336;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y5-9;5-9 anni;2020;2020;0.30251;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1974;1974;2.20074;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1975;1975;2.11973;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1976;1976;2.04228;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1977;1977;2.04855;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1978;1978;1.99209;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1979;1979;1.98242;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1980;1980;2.00712;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1981;1981;1.919;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1982;1982;1.82718;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1983;1983;1.6903;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1984;1984;1.60474;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1985;1985;1.56113;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1986;1986;1.52082;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1987;1987;1.42625;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1988;1988;1.37066;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1989;1989;1.32201;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1990;1990;1.35204;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1991;1991;1.35985;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1992;1992;1.36391;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1993;1993;1.36652;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1994;1994;1.30343;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1995;1995;1.26093;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1996;1996;1.20061;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1997;1997;1.18731;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1998;1998;1.12377;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;1999;1999;1.06761;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2000;2000;0.96927;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2001;2001;0.89039;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2002;2002;0.84054;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2003;2003;0.81709;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2004;2004;0.73983;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2005;2005;0.73211;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2006;2006;0.6771;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2007;2007;0.66569;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2008;2008;0.64591;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2009;2009;0.70651;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2010;2010;0.66166;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2011;2011;0.63749;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2012;2012;0.55667;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2013;2013;0.54847;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2014;2014;0.50672;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2015;2015;0.52438;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2016;2016;0.538;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2017;2017;0.55612;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2018;2018;0.5409;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2019;2019;0.4894;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y10-14;10-14 anni;2020;2020;0.4614;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1974;1974;2.20493;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1975;1975;2.12465;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1976;1976;2.0221;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1977;1977;1.9698;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1978;1978;1.88391;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1979;1979;1.75509;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1980;1980;1.70876;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1981;1981;1.58509;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1982;1982;1.58734;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1983;1983;1.44237;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1984;1984;1.39591;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1985;1985;1.32558;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1986;1986;1.28717;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1987;1987;1.23813;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1988;1988;1.11561;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1989;1989;1.04599;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1990;1990;0.97527;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1991;1991;1.03489;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1992;1992;1.07033;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1993;1993;1.08161;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1994;1994;1.01629;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1995;1995;0.99963;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1996;1996;0.92675;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1997;1997;0.89064;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1998;1998;0.83945;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;1999;1999;0.72184;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2000;2000;0.64329;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2001;2001;0.61783;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2002;2002;0.65557;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2003;2003;0.62608;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2004;2004;0.58762;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2005;2005;0.51625;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2006;2006;0.49273;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2007;2007;0.50558;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2008;2008;0.47477;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2009;2009;0.4647;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2010;2010;0.44052;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2011;2011;0.43408;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2012;2012;0.42061;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2013;2013;0.43784;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2014;2014;0.41695;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2015;2015;0.42294;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2016;2016;0.4124;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2017;2017;0.40971;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2018;2018;0.43213;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2019;2019;0.39374;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y5-9;5-9 anni;2020;2020;0.36764;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1974;1974;1.75155;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1975;1975;1.68419;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1976;1976;1.62591;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1977;1977;1.63484;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1978;1978;1.58513;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1979;1979;1.58025;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1980;1980;1.61933;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1981;1981;1.53915;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1982;1982;1.45826;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1983;1983;1.31364;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1984;1984;1.26662;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1985;1985;1.24088;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1986;1986;1.22586;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1987;1987;1.16861;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1988;1988;1.12299;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1989;1989;1.07458;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1990;1990;1.07916;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1991;1991;1.07779;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1992;1992;1.11333;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1993;1993;1.12272;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1994;1994;1.08068;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1995;1995;1.02475;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1996;1996;0.98635;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1997;1997;0.96638;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y10-14;10-14 anni;1998;1998;0.93612;;
